date,title,source,event,trade_date,relative_day,compound,bert_label,bert_score
2020-12-17,James Harden in 'catch-up mode' with Houston Rockets after brief holdout - ESPN,ESPN,Harden to Nets,2021-01-13,-27,0.0,POSITIVE,0.9886766672134399
2020-12-17,The James Harden Saga in Houston Could Get Ugly - Sports Illustrated,Sports Illustrated,Harden to Nets,2021-01-13,-27,-0.5106,NEGATIVE,-0.9956766963005066
2020-12-17,James Harden need not ask for a trade to the Indiana Pacers - kentsterling.com,kentsterling.com,Harden to Nets,2021-01-13,-27,0.0,POSITIVE,0.9673759341239929
2020-12-17,James Harden’s offseason weight gain is making headlines - Pounding The Rock,Pounding The Rock,Harden to Nets,2021-01-13,-27,0.5267,POSITIVE,0.9987340569496155
2020-12-17,James Harden trade rumors: Rockets reportedly looking at three-team deals; hope for move 'sooner than later' - CBS Sports,CBS Sports,Harden to Nets,2021-01-13,-27,0.4404,NEGATIVE,-0.9831022620201111
2020-12-17,"Newcomer Christian Wood, James Harden help Rockets thump Spurs - Sportsnet.ca",Sportsnet.ca,Harden to Nets,2021-01-13,-27,0.4019,POSITIVE,0.986357569694519
2020-12-17,Rockets Want James Harden Trade 'Done Sooner Than Later' - RealGM,RealGM,Harden to Nets,2021-01-13,-27,0.0772,NEGATIVE,-0.9956004619598389
2020-12-17,Three words that sum up Harden’s ‘abuse of power’ in NBA’s ugliest stand-off - Fox Sports,Fox Sports,Harden to Nets,2021-01-13,-27,-0.5859,NEGATIVE,-0.9845215678215027
2020-12-17,James Harden stats: Harden fills up stat sheet in 20 minutes vs. Spurs - Rockets Wire,Rockets Wire,Harden to Nets,2021-01-13,-27,0.0,POSITIVE,0.5973385572433472
2020-12-17,James Harden Has Never Won an NBA Championship - The GIST,The GIST,Harden to Nets,2021-01-13,-27,-0.0253,POSITIVE,0.5241790413856506
2020-12-17,"James Harden—Rockets Getting Toxic, Bucks Not 76ers Realistic: Tiki Barber - heavy.com",heavy.com,Harden to Nets,2021-01-13,-27,0.0,NEGATIVE,-0.997951090335846
2020-12-17,‘Right now’ James Harden focused on Rockets - Rappler,Rappler,Harden to Nets,2021-01-13,-27,0.3818,POSITIVE,0.9916600584983826
2020-12-17,5 fun James Harden trades that don’t include the Nets or 76ers - FanSided,FanSided,Harden to Nets,2021-01-13,-27,0.5106,POSITIVE,0.9922345876693726
2020-12-17,‘Always Sunny’ star sympathizes with James Harden’s various weight transformations with the Rockets - ClutchPoints,ClutchPoints,Harden to Nets,2021-01-13,-27,0.0,POSITIVE,0.998251736164093
2020-12-17,adidas Harden Vol. 5 Futurenatural Releasing in Core Black - Sneaker Bar Detroit,Sneaker Bar Detroit,Harden to Nets,2021-01-13,-27,0.0,NEGATIVE,-0.9721052050590515
2020-12-18,James Harden’s offseason weight gain is making headlines - Pounding The Rock,Pounding The Rock,Harden to Nets,2021-01-13,-26,0.5267,POSITIVE,0.9987340569496155
2020-12-18,James Harden trade rumors: Rockets reportedly looking at three-team deals; hope for move 'sooner than later' - CBS Sports,CBS Sports,Harden to Nets,2021-01-13,-26,0.4404,NEGATIVE,-0.9831022620201111
2020-12-18,"Newcomer Christian Wood, James Harden help Rockets thump Spurs - Sportsnet.ca",Sportsnet.ca,Harden to Nets,2021-01-13,-26,0.4019,POSITIVE,0.986357569694519
2020-12-18,Rockets Want James Harden Trade 'Done Sooner Than Later' - RealGM,RealGM,Harden to Nets,2021-01-13,-26,0.0772,NEGATIVE,-0.9956004619598389
2020-12-18,James Harden stats: Harden fills up stat sheet in 20 minutes vs. Spurs - Rockets Wire,Rockets Wire,Harden to Nets,2021-01-13,-26,0.0,POSITIVE,0.597339928150177
2020-12-18,James Harden Has Never Won an NBA Championship - The GIST,The GIST,Harden to Nets,2021-01-13,-26,-0.0253,POSITIVE,0.5241790413856506
2020-12-18,"James Harden—Rockets Getting Toxic, Bucks Not 76ers Realistic: Tiki Barber - heavy.com",heavy.com,Harden to Nets,2021-01-13,-26,0.0,NEGATIVE,-0.997951090335846
2020-12-18,5 fun James Harden trades that don’t include the Nets or 76ers - FanSided,FanSided,Harden to Nets,2021-01-13,-26,0.5106,POSITIVE,0.9922345876693726
2020-12-18,"How Many Championships Would Oklahoma City Thunder Have If Kevin Durant, Russell Westbrook, And James Harden Stayed Together - Fadeaway World",Fadeaway World,Harden to Nets,2021-01-13,-26,0.4939,NEGATIVE,-0.9548662900924683
2020-12-18,adidas Harden Vol. 5 Futurenatural Releasing in Core Black - Sneaker Bar Detroit,Sneaker Bar Detroit,Harden to Nets,2021-01-13,-26,0.0,NEGATIVE,-0.9721052050590515
2020-12-18,The Blockbuster Trade Idea: Denver Nuggets Can Create A Big 3 With James Harden - Fadeaway World,Fadeaway World,Harden to Nets,2021-01-13,-26,0.7184,POSITIVE,0.8749358654022217
2020-12-19,NBA: 2020-21 Houston Rockets roster - Rockets Wire,Rockets Wire,Harden to Nets,2021-01-13,-25,0.0,NEGATIVE,-0.8762056231498718
2020-12-19,The stat that proves LeBron James is lightyears ahead of his rivals - MARCA,MARCA,Harden to Nets,2021-01-13,-25,0.0,POSITIVE,0.9997068047523499
2020-12-19,"NBA 2020-21 season: Where to watch LA Lakers, Milwaukee Bucks on live streaming in India - olympics.com",olympics.com,Harden to Nets,2021-01-13,-25,0.0,POSITIVE,0.985698401927948
2020-12-19,Luka Doncic is the MVP favorite for the 2020-2021 season - Hoops Habit,Hoops Habit,Harden to Nets,2021-01-13,-25,0.4588,POSITIVE,0.9890637993812561
2020-12-19,Sixers: How does Rudy Gobert’s extension impact Joel Embiid? - The Sixer Sense,The Sixer Sense,Harden to Nets,2021-01-13,-25,0.0,NEGATIVE,-0.9943504929542542
2020-12-19,"Kevin Durant salary: See Durant's NBA earnings history, year-by-year - Nets Wire",Nets Wire,Harden to Nets,2021-01-13,-25,0.0,POSITIVE,0.9436575770378113
2020-12-19,"How Many Championships Would Oklahoma City Thunder Have If Kevin Durant, Russell Westbrook, And James Harden Stayed Together - Fadeaway World",Fadeaway World,Harden to Nets,2021-01-13,-25,0.4939,NEGATIVE,-0.9548662900924683
2020-12-19,The Blockbuster Trade Idea: Denver Nuggets Can Create A Big 3 With James Harden - Fadeaway World,Fadeaway World,Harden to Nets,2021-01-13,-25,0.7184,POSITIVE,0.8749358654022217
2020-12-19,"I was all over Michael Jordan, says Shawn Marion - FirstSportz",FirstSportz,Harden to Nets,2021-01-13,-25,0.0,NEGATIVE,-0.9464191794395447
2020-12-19,NBA Pyramid Rankings: Los Angeles Lakers Are Heavy Favorites For The 2021 NBA Championship - Fadeaway World,Fadeaway World,Harden to Nets,2021-01-13,-25,0.6908,NEGATIVE,-0.8168815970420837
2020-12-20,"Miami Heat end pursuit of Houston Rockets' James Harden, sources say - ESPN",ESPN,Harden to Nets,2021-01-13,-24,0.0,NEGATIVE,-0.9310818314552307
2020-12-20,"James Harden, asked if his view of Rockets has changed: 'Next question' - Houston Chronicle",Houston Chronicle,Harden to Nets,2021-01-13,-24,0.0,NEGATIVE,-0.9969446063041687
2020-12-20,"The Rockets and Warriors are in new territory, and it’s not good - Los Angeles Times",Los Angeles Times,Harden to Nets,2021-01-13,-24,-0.3412,NEGATIVE,-0.9997460246086121
2020-12-20,Report: Miami Heat Pushing ‘Hard’ in Potential Deal for James Harden - Heat Nation,Heat Nation,Harden to Nets,2021-01-13,-24,0.0,POSITIVE,0.5322281718254089
2020-12-20,James Harden trade rumors: Heat no longer among teams pursuing Rockets star - CBS Sports,CBS Sports,Harden to Nets,2021-01-13,-24,-0.296,NEGATIVE,-0.9987749457359314
2020-12-20,James Harden stays mum on future with Rockets - The Globe and Mail,The Globe and Mail,Harden to Nets,2021-01-13,-24,0.0,POSITIVE,0.9892094731330872
2020-12-20,NBA Season Preview 2020-21: The 5 biggest questions for the Houston Rockets - FanSided,FanSided,Harden to Nets,2021-01-13,-24,0.0,POSITIVE,0.9941688776016235
2020-12-20,NBA: 2020-21 Houston Rockets roster - Rockets Wire,Rockets Wire,Harden to Nets,2021-01-13,-24,0.0,NEGATIVE,-0.8762056231498718
2020-12-20,The stat that proves LeBron James is lightyears ahead of his rivals - MARCA,MARCA,Harden to Nets,2021-01-13,-24,0.0,POSITIVE,0.9997068047523499
2020-12-20,adidas Harden Vol. 5 Futurenatural Launching in Core Black - Sneaker Files,Sneaker Files,Harden to Nets,2021-01-13,-24,0.0,NEGATIVE,-0.9896470904350281
2020-12-20,"The Perfect Blockbuster Trade: James Harden For Pascal Siakam, Norman Powell, OG Anunoby, And Two Future First-Round Picks - Fadeaway World",Fadeaway World,Harden to Nets,2021-01-13,-24,0.8225,POSITIVE,0.9993841648101807
2020-12-21,Rockets 2021 player previews: James Harden - The Dream Shake,The Dream Shake,Harden to Nets,2021-01-13,-23,0.0772,POSITIVE,0.9981768131256104
2020-12-21,"Miami Heat end pursuit of Houston Rockets' James Harden, sources say - ESPN",ESPN,Harden to Nets,2021-01-13,-23,0.0,NEGATIVE,-0.9310818314552307
2020-12-21,"James Harden, asked if his view of Rockets has changed: 'Next question' - Houston Chronicle",Houston Chronicle,Harden to Nets,2021-01-13,-23,0.0,NEGATIVE,-0.9969446063041687
2020-12-21,"Rockets target Michael Porter Jr. in potential James Harden trade, gained no traction with Nuggets, sources say - The Denver Post",The Denver Post,Harden to Nets,2021-01-13,-23,0.1027,NEGATIVE,-0.9993170499801636
2020-12-21,Report: James Harden Threw Ball at Jae'Sean Tate During Rockets Practice - Bleacher Report,Bleacher Report,Harden to Nets,2021-01-13,-23,0.0,NEGATIVE,-0.9208951592445374
2020-12-21,"Report: James Harden Threw Basketball Toward Teammate, Has Had 'Verbal Confrontations' - Sports Illustrated",Sports Illustrated,Harden to Nets,2021-01-13,-23,-0.3612,NEGATIVE,-0.9886398315429688
2020-12-21,"The Rockets and Warriors are in new territory, and it’s not good - Los Angeles Times",Los Angeles Times,Harden to Nets,2021-01-13,-23,-0.3412,NEGATIVE,-0.9997460246086121
2020-12-21,Report: Miami Heat Pushing ‘Hard’ in Potential Deal for James Harden - Heat Nation,Heat Nation,Harden to Nets,2021-01-13,-23,0.0,POSITIVE,0.5322281718254089
2020-12-21,"James Harden Starts NBA Season Focused on Himself, Not the Houston Rockets - InsideHook",InsideHook,Harden to Nets,2021-01-13,-23,0.3818,POSITIVE,0.9816348552703857
2020-12-21,James Harden trade rumors: Heat no longer among teams pursuing Rockets star - CBS Sports,CBS Sports,Harden to Nets,2021-01-13,-23,-0.296,NEGATIVE,-0.9987749457359314
2020-12-21,"Report: James Harden arguing with Rockets teammates, threw ball at one - NBC Sports",NBC Sports,Harden to Nets,2021-01-13,-23,-0.4588,NEGATIVE,-0.9927419424057007
2020-12-21,Report: James Harden threw basketball at teammate as tensions rise in Houston - Yahoo Sports,Yahoo Sports,Harden to Nets,2021-01-13,-23,-0.4019,NEGATIVE,-0.9760823845863342
2020-12-21,"Signs of tension between James Harden, Rockets teammates early on: Sources - The New York Times",The New York Times,Harden to Nets,2021-01-13,-23,-0.3182,POSITIVE,0.6777771711349487
2020-12-21,James Harden stays mum on future with Rockets - The Globe and Mail,The Globe and Mail,Harden to Nets,2021-01-13,-23,0.0,POSITIVE,0.9892094731330872
2020-12-21,Report: James Harden has had practice confrontations with teammates - Rockets Wire,Rockets Wire,Harden to Nets,2021-01-13,-23,-0.3612,NEGATIVE,-0.9791963696479797
2020-12-21,"Miami Heat Is Better Without James Harden, Analyst Says - heavy.com",heavy.com,Harden to Nets,2021-01-13,-23,0.4404,NEGATIVE,-0.9614473581314087
2020-12-21,Miami back out of superstar trade less than a week after missing $300m target - Fox Sports,Fox Sports,Harden to Nets,2021-01-13,-23,-0.296,NEGATIVE,-0.987427830696106
2020-12-21,NBA 2020-21 predictions: Can anyone derail LeBron and the LA Lakers? - The Guardian,The Guardian,Harden to Nets,2021-01-13,-23,-0.296,NEGATIVE,-0.9966205358505249
2020-12-21,NBA Season Preview 2020-21: The 5 biggest questions for the Houston Rockets - FanSided,FanSided,Harden to Nets,2021-01-13,-23,0.0,POSITIVE,0.9941688776016235
2020-12-21,Report: Harden throws ball at Rockets rookie - TSN,TSN,Harden to Nets,2021-01-13,-23,0.0,NEGATIVE,-0.8099703192710876
2020-12-21,adidas Harden Vol. 5 Futurenatural Launching in Core Black - Sneaker Files,Sneaker Files,Harden to Nets,2021-01-13,-23,0.0,NEGATIVE,-0.9896470904350281
2020-12-21,"The Reasons Why James Harden Wouldn't Be A Good Fit For The Boston Celtics, Jayson Tatum And Kemba Walker - Fadeaway World",Fadeaway World,Harden to Nets,2021-01-13,-23,0.0243,NEGATIVE,-0.9968996047973633
2020-12-21,"The Perfect Blockbuster Trade: James Harden For Pascal Siakam, Norman Powell, OG Anunoby, And Two Future First-Round Picks - Fadeaway World",Fadeaway World,Harden to Nets,2021-01-13,-23,0.8225,POSITIVE,0.9993841648101807
2020-12-21,"adidas Harden Vol. 5 Futurenatural Releasing in ""Icy Pink"" - Sneaker Bar Detroit",Sneaker Bar Detroit,Harden to Nets,2021-01-13,-23,0.0,NEGATIVE,-0.9862589836120605
2020-12-22,"Houston Rockets' James Harden fined $50,000, 'unavailable' due to protocol violation, NBA says - ESPN",ESPN,Harden to Nets,2021-01-13,-22,-0.4939,NEGATIVE,-0.9971475005149841
2020-12-22,Rockets 2021 player previews: James Harden - The Dream Shake,The Dream Shake,Harden to Nets,2021-01-13,-22,0.0772,POSITIVE,0.9981768131256104
2020-12-22,James Harden fined for violating Healthy and Safety Protocols - NBA.com,NBA.com,Harden to Nets,2021-01-13,-22,0.25,NEGATIVE,-0.9874231815338135
2020-12-22,James Harden fined $50K after alleged strip club visit played role in game postponement - Yahoo Sports,Yahoo Sports,Harden to Nets,2021-01-13,-22,0.34,NEGATIVE,-0.9968396425247192
2020-12-22,"OKC-Houston game postponed, James Harden out after COVID violation - Los Angeles Times",Los Angeles Times,Harden to Nets,2021-01-13,-22,-0.6124,NEGATIVE,-0.9743137955665588
2020-12-22,"Rockets target Michael Porter Jr. in potential James Harden trade, gained no traction with Nuggets, sources say - The Denver Post",The Denver Post,Harden to Nets,2021-01-13,-22,0.1027,NEGATIVE,-0.9993170499801636
2020-12-22,Report: James Harden Threw Ball at Jae'Sean Tate During Rockets Practice - Bleacher Report,Bleacher Report,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.9208951592445374
2020-12-22,"Report: James Harden Threw Basketball Toward Teammate, Has Had 'Verbal Confrontations' - Sports Illustrated",Sports Illustrated,Harden to Nets,2021-01-13,-22,-0.3612,NEGATIVE,-0.9886398315429688
2020-12-22,8 Fearless N.B.A. Season Predictions (Published 2020) - The New York Times,The New York Times,Harden to Nets,2021-01-13,-22,0.4404,POSITIVE,0.9972750544548035
2020-12-22,"NBA fines James Harden $50,000 for protocol violation - The Boston Globe",The Boston Globe,Harden to Nets,2021-01-13,-22,-0.4939,NEGATIVE,-0.9969099164009094
2020-12-22,Rockets star James Harden fined $50K for violating NBA’s COVID-19 protocol - Click2Houston,Click2Houston,Harden to Nets,2021-01-13,-22,-0.5423,NEGATIVE,-0.9980454444885254
2020-12-22,"James Harden threw basketball at teammate in practice, tension rising between Rockets and star, per report - CBS Sports",CBS Sports,Harden to Nets,2021-01-13,-22,-0.3182,NEGATIVE,-0.9241822361946106
2020-12-22,James Harden’s Availability For Tonight’s Opener In Jeopardy? - Hoops Rumors,Hoops Rumors,Harden to Nets,2021-01-13,-22,-0.4767,NEGATIVE,-0.9773015379905701
2020-12-22,"James Harden Fined $50,000 for Attending Party & Not Wearing a Mask, Rockets Season Opener Postponed - People.com",People.com,Harden to Nets,2021-01-13,-22,0.2263,NEGATIVE,-0.9898872971534729
2020-12-22,Report: James Harden strip club video jeopardizes availability vs. Thunder - OKC Thunder Wire,OKC Thunder Wire,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.7494876384735107
2020-12-22,"James Harden Starts NBA Season Focused on Himself, Not the Houston Rockets - InsideHook",InsideHook,Harden to Nets,2021-01-13,-22,0.3818,POSITIVE,0.9816348552703857
2020-12-22,"Report: James Harden arguing with Rockets teammates, threw ball at one - NBC Sports",NBC Sports,Harden to Nets,2021-01-13,-22,-0.4588,NEGATIVE,-0.9927419424057007
2020-12-22,Philadelphia 76ers star Ben Simmons not worried about James Harden trade rumors - 6abc Philadelphia,6abc Philadelphia,Harden to Nets,2021-01-13,-22,0.2235,POSITIVE,0.5250794291496277
2020-12-22,"Houston Rockets star James Harden fined $50,000 after club video surfaced, sources say - ABC13 Houston",ABC13 Houston,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.9969422221183777
2020-12-22,Report: James Harden threw basketball at teammate as tensions rise in Houston - Yahoo Sports,Yahoo Sports,Harden to Nets,2021-01-13,-22,-0.4019,NEGATIVE,-0.9760822653770447
2020-12-22,James Harden's eligibility in question for season opener after video shows him at crowded event; Harden responds - KHOU,KHOU,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.9892219305038452
2020-12-22,"Miami Heat end pursuit of Houston Rockets' James Harden, sources say - ESPN Philippines",ESPN Philippines,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.9192315936088562
2020-12-22,"Signs of tension between James Harden, Rockets teammates early on: Sources - The New York Times",The New York Times,Harden to Nets,2021-01-13,-22,-0.3182,POSITIVE,0.6777777075767517
2020-12-22,James Harden May Miss NBA Season Opener for Rockets Over Illicit Nightclub Visit - InsideHook,InsideHook,Harden to Nets,2021-01-13,-22,-0.1531,NEGATIVE,-0.9980809688568115
2020-12-22,James Harden fined $50K for violating NBA’s coronavirus protocols - NBC Sports,NBC Sports,Harden to Nets,2021-01-13,-22,-0.5423,NEGATIVE,-0.9964279532432556
2020-12-22,"OKC-Houston game postponed, Harden out after COVID violation - The Independent",The Independent,Harden to Nets,2021-01-13,-22,-0.6124,NEGATIVE,-0.9901962280273438
2020-12-22,"Report: NBA, Rockets reviewing James Harden's strip club visit; season debut in doubt - Yahoo Sports",Yahoo Sports,Harden to Nets,2021-01-13,-22,-0.3612,NEGATIVE,-0.969199538230896
2020-12-22,Rockets' James Harden explains appearance at nightclub - Chron,Chron,Harden to Nets,2021-01-13,-22,0.0,POSITIVE,0.7406655550003052
2020-12-22,The Houston Rockets have a James Harden problem that has now put the league in jeopardy - Deseret News,Deseret News,Harden to Nets,2021-01-13,-22,-0.7003,NEGATIVE,-0.9790738821029663
2020-12-22,James Harden Takes To Social Media To Deny He Went To Strip Club - Forbes,Forbes,Harden to Nets,2021-01-13,-22,-0.34,NEGATIVE,-0.9949468970298767
2020-12-22,NBA finds James Harden violated coronavirus protocols; Rockets-Thunder postponed - NBC Sports,NBC Sports,Harden to Nets,2021-01-13,-22,-0.6369,NEGATIVE,-0.9966195821762085
2020-12-22,Rockets' James Harden Denies Video Was Taken at Strip Club in Instagram Post - Bleacher Report,Bleacher Report,Harden to Nets,2021-01-13,-22,-0.4215,NEGATIVE,-0.9889149069786072
2020-12-22,Report: NBA investigating video of James Harden maskless at a club - Chron,Chron,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.9819126129150391
2020-12-22,Rockets' James Harden fined and NBA game with Thunder postponed over coronavirus - Axios,Axios,Harden to Nets,2021-01-13,-22,-0.2023,NEGATIVE,-0.9813257455825806
2020-12-22,Rockets' James Harden fined $50K for violating COVID-19 protocols - Sportsnet.ca,Sportsnet.ca,Harden to Nets,2021-01-13,-22,-0.5423,NEGATIVE,-0.9978210926055908
2020-12-22,Report: James Harden has had practice confrontations with teammates - Rockets Wire,Rockets Wire,Harden to Nets,2021-01-13,-22,-0.3612,NEGATIVE,-0.9791963696479797
2020-12-22,Harden responds amid reported investigation into club footage - theScore,theScore,Harden to Nets,2021-01-13,-22,0.0,POSITIVE,0.907282829284668
2020-12-22,Report: Rockets and NBA investigating video of James Harden at strip club to determine if he'll miss season opener - Ahn Fire Digital,Ahn Fire Digital,Harden to Nets,2021-01-13,-22,-0.4588,NEGATIVE,-0.9949416518211365
2020-12-22,"Harden admits he attended event as NBA, Rockets reportedly investigate video - Sportsnet.ca",Sportsnet.ca,Harden to Nets,2021-01-13,-22,0.296,NEGATIVE,-0.9703913331031799
2020-12-22,"Miami Heat Is Better Without James Harden, Analyst Says - heavy.com",heavy.com,Harden to Nets,2021-01-13,-22,0.4404,NEGATIVE,-0.9614473581314087
2020-12-22,"NBA postpones Thunder-Rockets game because of Covid-19 and fines James Harden $50,000 - CNN",CNN,Harden to Nets,2021-01-13,-22,-0.2732,NEGATIVE,-0.9957107305526733
2020-12-22,NBA postpones season opener between Houston Rockets and Oklahoma City Thunder - The Washington Post,The Washington Post,Harden to Nets,2021-01-13,-22,-0.2732,NEGATIVE,-0.9852096438407898
2020-12-22,NBA investigating James Harden strip club video; Rockets star could miss game vs. Thunder - sportingnews.com,sportingnews.com,Harden to Nets,2021-01-13,-22,-0.1531,NEGATIVE,-0.9929527640342712
2020-12-22,Miami back out of superstar trade less than a week after missing $300m target - Fox Sports,Fox Sports,Harden to Nets,2021-01-13,-22,-0.296,NEGATIVE,-0.987427830696106
2020-12-22,NBA 2020-21 predictions: Can anyone derail LeBron and the LA Lakers? - The Guardian,The Guardian,Harden to Nets,2021-01-13,-22,-0.296,NEGATIVE,-0.9966205358505249
2020-12-22,James Harden Responds With Angry Message After Allegations of Him Being at Strip Club - Ahn Fire Digital,Ahn Fire Digital,Harden to Nets,2021-01-13,-22,-0.6908,NEGATIVE,-0.975434422492981
2020-12-22,Report: Harden throws ball at Rockets rookie - TSN,TSN,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.8099703192710876
2020-12-22,James Harden Fined $50 Grand for Violating COVID-19 Protocols - Basketball Forever,Basketball Forever,Harden to Nets,2021-01-13,-22,-0.128,NEGATIVE,-0.9968204498291016
2020-12-22,Rockets in chaos after James Harden party video leaks - New York Post,New York Post,Harden to Nets,2021-01-13,-22,-0.25,NEGATIVE,-0.993606448173523
2020-12-22,adidas Harden Vol. 5 Futurenatural in ‘Icy Pink’ - Sneaker Files,Sneaker Files,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.9888311624526978
2020-12-22,"The Reasons Why James Harden Wouldn't Be A Good Fit For The Boston Celtics, Jayson Tatum And Kemba Walker - Fadeaway World",Fadeaway World,Harden to Nets,2021-01-13,-22,0.0243,NEGATIVE,-0.9968996047973633
2020-12-22,NBA Rumors: Houston Rockets Wanted Michael Porter Jr. In Trade Package For James Harden - Fadeaway World,Fadeaway World,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.9909228682518005
2020-12-22,"adidas Harden Vol. 5 Futurenatural Releasing in ""Icy Pink"" - Sneaker Bar Detroit",Sneaker Bar Detroit,Harden to Nets,2021-01-13,-22,0.0,NEGATIVE,-0.9862589836120605
2020-12-23,"Houston Rockets' James Harden fined $50,000, 'unavailable' due to protocol violation, NBA says - ESPN",ESPN,Harden to Nets,2021-01-13,-21,-0.4939,NEGATIVE,-0.9971475005149841
2020-12-23,James Harden fined for violating Healthy and Safety Protocols - NBA.com,NBA.com,Harden to Nets,2021-01-13,-21,0.25,NEGATIVE,-0.9874231815338135
2020-12-23,James Harden fined $50K after alleged strip club visit played role in game postponement - Yahoo Sports,Yahoo Sports,Harden to Nets,2021-01-13,-21,0.34,NEGATIVE,-0.9968396425247192
2020-12-23,Adam Silver: James Harden Not Suspended Because Violation Was First Offense - NBC4 Washington,NBC4 Washington,Harden to Nets,2021-01-13,-21,0.4909,POSITIVE,0.9901201725006104
2020-12-23,8 Fearless N.B.A. Season Predictions (Published 2020) - The New York Times,The New York Times,Harden to Nets,2021-01-13,-21,0.4404,POSITIVE,0.9972750544548035
2020-12-23,"NBA fines James Harden $50,000 for protocol violation - The Boston Globe",The Boston Globe,Harden to Nets,2021-01-13,-21,-0.4939,NEGATIVE,-0.9969099164009094
2020-12-23,Rockets star James Harden fined $50K for violating NBA’s COVID-19 protocol - Click2Houston,Click2Houston,Harden to Nets,2021-01-13,-21,-0.5423,NEGATIVE,-0.9980454444885254
2020-12-23,"James Harden threw basketball at teammate in practice, tension rising between Rockets and star, per report - CBS Sports",CBS Sports,Harden to Nets,2021-01-13,-21,-0.3182,NEGATIVE,-0.9241822361946106
2020-12-23,James Harden’s Availability For Tonight’s Opener In Jeopardy? - Hoops Rumors,Hoops Rumors,Harden to Nets,2021-01-13,-21,-0.4767,NEGATIVE,-0.9773015379905701
2020-12-23,"James Harden: NBA fines Houston Rockets star James Harden $50,000 for coronavirus protocol breach - Sky Sports",Sky Sports,Harden to Nets,2021-01-13,-21,0.0,NEGATIVE,-0.9967569708824158
2020-12-23,"James Harden Fined $50,000 for Attending Party & Not Wearing a Mask, Rockets Season Opener Postponed - People.com",People.com,Harden to Nets,2021-01-13,-21,0.2263,NEGATIVE,-0.9898872971534729
2020-12-23,Report: James Harden strip club video jeopardizes availability vs. Thunder - OKC Thunder Wire,OKC Thunder Wire,Harden to Nets,2021-01-13,-21,0.0,NEGATIVE,-0.7494876384735107
2020-12-23,NBA cancels Houston Rockets opener as Harden fined $50k for Covid violation - The Guardian,The Guardian,Harden to Nets,2021-01-13,-21,-0.6249,NEGATIVE,-0.9992380142211914
2020-12-23,3 updated trades with Rockets for James Harden - Pippen Ain't Easy,Pippen Ain't Easy,Harden to Nets,2021-01-13,-21,-0.3412,NEGATIVE,-0.9929303526878357
2020-12-23,Philadelphia 76ers star Ben Simmons not worried about James Harden trade rumors - 6abc Philadelphia,6abc Philadelphia,Harden to Nets,2021-01-13,-21,0.2235,POSITIVE,0.5250794291496277
2020-12-23,"Houston Rockets star James Harden fined $50,000 after club video surfaced, sources say - ABC13 Houston",ABC13 Houston,Harden to Nets,2021-01-13,-21,0.0,NEGATIVE,-0.9969422221183777
2020-12-23,"Houston Rockets guard James Harden should be available Saturday with negative COVID-19 tests, sources say - ESPN",ESPN,Harden to Nets,2021-01-13,-21,-0.5719,NEGATIVE,-0.9983271956443787
2020-12-23,"Harden must quarantine until Friday, could play in opener - Sportsnet.ca",Sportsnet.ca,Harden to Nets,2021-01-13,-21,0.34,NEGATIVE,-0.9895262718200684
2020-12-23,Report: James Harden could be cleared to play in Rockets' new season opener after quarantine - Yahoo Sports,Yahoo Sports,Harden to Nets,2021-01-13,-21,0.4215,NEGATIVE,-0.9956112504005432
2020-12-23,James Harden's eligibility in question for season opener after video shows him at crowded event; Harden responds - KHOU,KHOU,Harden to Nets,2021-01-13,-21,0.0,NEGATIVE,-0.9892219305038452
2020-12-23,"Opinion: James Harden is trying to be a disruptor, and it's working. His antics could poison Rockets. - USA Today",USA Today,Harden to Nets,2021-01-13,-21,-0.5423,POSITIVE,0.9977409839630127
2020-12-23,"OKC-Houston NBA Game Postponed, Harden Out After COVID Violation - KERA News",KERA News,Harden to Nets,2021-01-13,-21,-0.6124,NEGATIVE,-0.9921390414237976
2020-12-23,James Harden May Miss NBA Season Opener for Rockets Over Illicit Nightclub Visit - InsideHook,InsideHook,Harden to Nets,2021-01-13,-21,-0.1531,NEGATIVE,-0.9980809688568115
2020-12-23,James Harden fined $50K for violating NBA’s coronavirus protocols - NBC Sports,NBC Sports,Harden to Nets,2021-01-13,-21,-0.5423,NEGATIVE,-0.9964279532432556
2020-12-23,"OKC-Houston game postponed, Harden out after COVID violation - The Independent",The Independent,Harden to Nets,2021-01-13,-21,-0.6124,NEGATIVE,-0.9901962280273438
2020-12-23,Rockets hopeful James Harden will play on Saturday - Houston Chronicle,Houston Chronicle,Harden to Nets,2021-01-13,-21,0.6908,POSITIVE,0.9970226883888245
2020-12-23,"Report: NBA, Rockets reviewing James Harden's strip club visit; season debut in doubt - Yahoo Sports",Yahoo Sports,Harden to Nets,2021-01-13,-21,-0.3612,NEGATIVE,-0.969199538230896
